app - INFO - Microblog startup
werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:00:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:00:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:00:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:00:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:00:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:00:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:00:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:01:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:01:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:01:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:01:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:01:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:01:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:01:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:02:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:02:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:02:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:02:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:02:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:02:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:02:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:03:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:03:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:03:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:03:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:03:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:03:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:03:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:04:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:04:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:04:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:04:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:04:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:04:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:04:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:05:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:05:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:05:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:05:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:05:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:05:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:05:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:06:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:06:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:06:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:06:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:06:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:06:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:06:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:07:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:07:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:07:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:07:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:07:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:07:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:07:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:08:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:08:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:08:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:08:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:08:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:08:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:08:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:09:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:09:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:09:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:09:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:09:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:09:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:09:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:10:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:10:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:10:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:10:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:10:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:10:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:10:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:11:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:11:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:11:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:11:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:11:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:11:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:11:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:12:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:12:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:12:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:12:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:12:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:12:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:12:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:13:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:13:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:13:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:13:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:13:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:13:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:13:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:14:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:14:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:14:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:14:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:14:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:14:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:14:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:15:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:15:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:15:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:15:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:15:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:15:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:15:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:16:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:16:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:16:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:16:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:16:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:16:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:16:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:17:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:17:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:17:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:17:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:17:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:17:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:17:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:18:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:18:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:18:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:18:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:18:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:18:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:18:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:19:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:19:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:19:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:19:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:19:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:19:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:19:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:20:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:20:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:20:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:20:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:20:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:20:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:20:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:21:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:21:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:21:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:21:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:21:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:21:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:21:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:22:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:22:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:22:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:22:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:22:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:22:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:22:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:23:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:23:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:23:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:23:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:23:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:23:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:23:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:24:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:24:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:24:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:24:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:24:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:24:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:24:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:25:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:25:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:25:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:25:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:25:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:25:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:25:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:26:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:26:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:26:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:26:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:26:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:26:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:26:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:27:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:27:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:27:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:27:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:27:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:27:42] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:27:52] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:28:02] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:28:12] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:28:22] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:28:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:28:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:28:43] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:28:59] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:29:16] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:29:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:29:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:30:06] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:30:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:30:37] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:31:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:31:44] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:32:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:33:09] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:33:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:34:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:35:23] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:35:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:36:18] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:36:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:37:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:38:33] "GET /notifications?since=0 HTTP/1.1" 200 -
