app - INFO - Microblog startup
werkzeug - INFO -  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:39:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:40:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:40:46] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:41:06] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:41:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:42:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:43:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:44:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:45:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:46:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:47:33] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:48:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:49:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:50:03] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:50:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:51:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:52:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:53:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:54:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:55:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:56:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:57:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:58:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:59:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 10:59:39] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:00:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:01:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:02:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:03:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:04:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:05:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:06:05] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:06:15] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:06:25] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:06:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:06:35] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:06:45] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:06:55] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:07:05] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:07:15] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:07:25] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:07:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:07:35] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:07:45] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:07:55] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:08:05] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:08:15] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:08:25] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:08:32] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:08:35] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:08:45] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:08:55] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:09:05] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:09:15] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:09:25] "GET /notifications?since=0 HTTP/1.1" 200 -
werkzeug - INFO - 127.0.0.1 - - [11/Jul/2022 11:09:32] "GET /notifications?since=0 HTTP/1.1" 200 -
